participant_id,id,degree,type,origin_id,network_id,register_trial,max_num_diff_pitches_allowed,reference_pitch,target_pitch1,target_pitch2,target_pitch3,num_target_pitches,target_interval1,target_interval2,sung_pitch1,sung_pitch2,sung_pitch3,num_sung_pitches,sung_interval1,sung_interval2,in2ref_1,in2ref_2,in2ref_3,save_plot,stats,max_abs_pitch_error,max_abs_interval_error,direction_accuracy,root_mean_squared_pitch,root_mean_squared_interval,full,trial_maker_id,net_n_trials,net_n_failed_trials,net_num_notes,register_source,sung_median_pitch,register,predicted_register,singing_performance,GMSI_SA,GMSI_MT,gender,age,mt,confirm_sung_intervals,pitch_RMSE,interval_RMSE,int_class
8b1,137,1,custom_trial,48,28b1,low,0,60.7235779935778,55.9648871226875,64.3879963613702,61.440989048882,3,8.42310923868272,-2.94700731248817,63.4877621968733,66.4196319332999,64.9236451062685,3,2.93186973642661,-1.49598682703137,2.76418420329552,5.69605393972213,4.20006711269076,TRUE,"3,3,7.52287507418581,2.0316355719297,3.48265605738649,4.34572223450067,7.52287507418581,4.92781512413588,-5.49123950225611,1.45102048545679,-2.02010950839966,5.49123950225611,4.01616556682821,100",7.52287507418581,5.49123950225611,100,4.92781512413588,4.01616556682821,TRUE,singing_block1,13,3,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"2.93186973642661,-1.49598682703137",4.92781512413588,4.01616556682821,first3
8b1,159,1,custom_trial,235,94b1,low,0,61.4577294140851,59.2927855403288,69.8595734907977,67.3132870251967,3,10.5667879504689,-2.54628646560101,62.504538626606,64.8160878649705,63.3098213634914,3,2.31154923836448,-1.50626650147905,1.04680921252086,3.35835845088534,1.85209194940629,TRUE,"3,3,3.21175308627719,-5.04348562582726,-4.0034656617053,-1.94506606708512,5.04348562582726,4.154509295115,-8.25523871210445,1.04001996412196,-3.60760937399125,8.25523871210445,5.8834771912365,100",5.04348562582726,8.25523871210445,100,4.154509295115,5.8834771912365,TRUE,singing_block1,10,0,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"2.31154923836448,-1.50626650147905",4.154509295115,5.8834771912365,first3
8b1,145,1,custom_trial,104,56b1,low,0,61.2679787445635,53.8795204033626,64.4877689153951,62.1629063476261,3,10.6082485120325,-2.32486256776903,62.486811846917,64.6843950088018,63.7721514653608,3,2.19758316188484,-0.912243543441051,1.21883310235347,3.41641626423831,2.50417272079726,TRUE,"3,3,8.60729144355437,0.196626093406721,1.6092451177347,3.47105421823193,8.60729144355437,5.05680392025917,-8.41066535014765,1.41261902432798,-3.49902316290983,8.41066535014765,6.03053829023859,100",8.60729144355437,8.41066535014765,100,5.05680392025917,6.03053829023859,TRUE,singing_block1,12,2,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"2.19758316188484,-0.912243543441051",5.05680392025917,6.03053829023859,first3
8b1,153,1,custom_trial,255,104b1,low,0,60.709553109767,51.8269989122086,64.1861036796395,66.4331169211362,3,12.3591047674309,2.24701324149672,62.6994238891839,65.0974875662311,66.9000324760433,3,2.39806367704728,1.8025449098122,1.98987077941683,4.38793445646411,6.19047936627631,TRUE,"3,3,10.8724249769753,0.911383886591636,0.466915554907118,4.08357480615801,10.8724249769753,6.30497834001325,-9.96104109038363,-0.444468331684519,-5.20275471103407,9.96104109038363,7.05052805476943,100",10.8724249769753,9.96104109038363,100,6.30497834001325,7.05052805476943,TRUE,singing_block1,10,0,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"2.39806367704728,1.8025449098122",6.30497834001325,7.05052805476943,first3
8b1,156,1,custom_trial,271,112b1,low,0,58.8309417952327,49.854112201127,63.6202426104851,56.8690590273091,3,13.766130409358,-6.75118358317594,62.9929699117853,65.5992438248423,64.3700138244343,3,2.606273913057,-1.22923000040792,4.16202811655254,6.76830202960954,5.53907202920162,TRUE,"3,3,13.1388577106582,1.9790012143572,7.50095479712522,7.53960457404688,13.1388577106582,8.80928204823121,-11.159856496301,5.52195358276802,-2.8189514567665,11.159856496301,8.80438437337548,100",13.1388577106582,11.159856496301,100,8.80928204823121,8.80438437337548,TRUE,singing_block1,10,0,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"2.606273913057,-1.22923000040792",8.80928204823121,8.80438437337548,first3
8b1,147,1,custom_trial,134,71b1,low,0,59.4453261006654,51.30232055905,49.5451752979029,49.555604168235,3,-1.75714526114709,0.0104288703321771,64.5097833226248,64.1797847158309,62.2474046872566,3,-0.329998606793886,-1.9323800285743,5.06445722195943,4.73445861516554,2.80207858659124,TRUE,"3,3,13.2074627635748,14.634609417928,12.6918005190216,13.5112909001748,14.634609417928,13.5362558324075,1.42714665435321,-1.94280889890648,-0.257831122276635,1.94280889890648,1.70458997866081,0",14.634609417928,1.94280889890648,0,13.5362558324075,1.70458997866081,TRUE,singing_block1,10,0,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"-0.329998606793893,-1.9323800285743",13.5362558324075,1.70458997866081,first3
8b1,168,1,custom_trial,239,96b1,low,0,60.5088183247095,58.4990495598631,65.4662436109498,59.4006011272798,3,6.9671940510867,-6.06564248366995,65.2484535598149,65.087780796466,64.017839008887,3,-0.160672763348927,-1.06994178757899,4.73963523510546,4.57896247175653,3.50902068417754,TRUE,"3,3,6.74940399995183,-0.378462814483797,4.61723788160716,3.66272635569173,6.74940399995183,4.72640011396485,-7.12786681443563,4.99570069609096,-1.06608305917234,7.12786681443563,6.15481562555924,50",6.74940399995183,7.12786681443563,50,4.72640011396485,6.15481562555924,TRUE,singing_block1,11,1,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"-0.160672763348927,-1.069941787579",4.72640011396485,6.15481562555924,first3
8b1,175,1,custom_trial,285,119b1,low,0,62.8816947344643,55.4712821291416,54.659621100213,72.4433369198976,3,-0.811661028928597,17.7837158196846,64.54853651309,64.0308550617735,68.9397664568716,3,-0.51768145131652,4.90891139509817,1.66684177862565,1.14916032730913,6.0580717224073,TRUE,"3,3,9.07725438394837,9.37123396156045,-3.50357046302598,4.98163929416095,9.37123396156045,7.79939269222508,0.293979577612077,-12.8748044245864,-6.29041242348718,12.8748044245864,9.10623448422572,100",9.37123396156045,12.8748044245864,100,7.79939269222508,9.10623448422572,TRUE,singing_block1,11,1,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"-0.51768145131652,4.90891139509817",7.79939269222508,9.10623448422572,first3
8b1,133,1,custom_trial,70,39b1,low,0,61.0109114022185,52.7393550949541,67.2438214171989,55.8712267678764,3,14.5044663222448,-11.3725946493225,64.1928694044625,66.88199822189,65.7868634961903,3,2.68912881742754,-1.09513472569979,3.181958002244,5.87108681967154,4.77595209397175,TRUE,"3,3,11.4535143095084,-0.361823195308915,9.9156367283138,7.00244261417108,11.4535143095084,8.74897627898377,-11.8153375048173,10.2774599236227,-0.768938790597282,11.8153375048173,11.0731292513547,100",11.4535143095084,11.8153375048173,100,8.74897627898377,11.0731292513547,TRUE,singing_block1,12,2,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"2.68912881742754,-1.09513472569978",8.74897627898377,11.0731292513547,first3
8b1,167,1,custom_trial,122,65b1,low,0,61.9863531188513,58.6025725659119,58.8692877344592,52.4531463221465,3,0.266715168547307,-6.41614141231274,64.4465955875084,64.5614472167444,62.5121777062846,3,0.114851629235957,-2.04926951045982,2.46024246865716,2.57509409789311,0.525824587433291,TRUE,"3,3,5.84402302159648,5.69215948228513,10.0590313841381,7.19840462933989,10.0590313841381,7.47746385337954,-0.15186353931135,4.36687190185292,2.10750418127078,4.36687190185292,3.08971137339434,100",10.0590313841381,4.36687190185292,100,7.47746385337954,3.08971137339434,TRUE,singing_block1,12,2,NA,NA,53.120615108529,low,low,9,1.857143,1,male,27,0,"0.114851629235957,-2.04926951045982",7.47746385337953,3.08971137339434,first3
